NO.,DATA SOURCE,DATABASE TABLE NAME/ FOLDER NAME / FILE NAME ,TABLE NAME,TABLE DESCRIPTION/SUB FOLDER NAME ,FIELD NAME/DATA ATTRIBUTE(S),FIELD DESCRIPTION,ATTACHMENT /REFERENCE (IF ANY) ,MASTER DATA TYPE,SCREEN NAME,PRIMARY KEY ,FOREIGN KEY , IDENTIFIER ,MANDATORY,DATA TYPE,DATA LENGTH,DATA DOMAIN ,DATA GROUP ,DATA ENTITY,DATA ELEMENT,CRITICAL DATA ELEMENT (CDE),DATA CLASSIFICATION,RETENTION PERIOD,PERSONAL DATA,DATA OWNER,EXECUTIVE DATA STEWARD,BUSINESS DATA STEWARD ,DATA ANALYST, COMMENT/NOTE,LAST UPDATED DATE,LAST UPDATED BY
94,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_CLOSE_COMME_TX,Completion Comments,MI_RCA_RECOM,Transactional Data ,Completion Comments,N,N,No,No,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
95,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_CLOSE_DATE_DT,Recommendation Closure Date,MI_RCA_RECOM,Transactional Data ,Recommendation Closure Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
96,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_COMPL_DATE_DT,Implemented Date,MI_RCA_RECOM,Transactional Data ,Implemented Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
97,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_COMPL_FLG,Completed,MI_RCA_RECOM,Transactional Data ,Completed,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
98,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_CREAT_DATE_DT,Creation Date,MI_RCA_RECOM,Transactional Data ,Creation Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
99,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_CREATE_SAP_NOTIF_FLG,Create SAP Notification?,MI_RCA_RECOM,Transactional Data ,Create SAP Notification?,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
100,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_DATE_REVIE_DT,Date Reviewed,MI_RCA_RECOM,Transactional Data ,Date Reviewed,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
101,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_DAYS_BEF_DUE_DT_NOT_NBR,Days Before Due Date to be Notified,MI_RCA_RECOM,Transactional Data ,Days Before Due Date to be Notified,N,N,No,No,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
102,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_EAM_REF_CHANGE_DATE_C,EAM Reference Change Date,MI_RCA_RECOM,Transactional Data ,EAM Reference Change Date,N,N,No,No,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
103,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_EAM_REF_CREATE_DATE_C,EAM Reference Creation Date,MI_RCA_RECOM,Transactional Data ,EAM Reference Creation Date,N,N,No,No,nvarchar,51,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
104,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_EAM_SERVICE_REQ_ID_C,Service Record Id,MI_RCA_RECOM,Transactional Data ,Service Record Id,N,N,No,No,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
105,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_EVNTREF_CHR,Associated Reference,MI_RCA_RECOM,Transactional Data ,Associated Reference,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
106,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_FINAL_ACTIO_TAKEN_TX,Final Action Taken,MI_RCA_RECOM,Transactional Data ,Final Action Taken,N,N,No,No,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
107,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_FINAL_APPRO_ID_CHR, recommendation final apparoved ID character,MI_RCA_RECOM,Transactional Data , recommendation final apparoved ID character,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
108,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_FINAL_APPROVE_NAME_C,Final Approver Name,MI_RCA_RECOM,Transactional Data ,Final Approver Name,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
109,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_FINAL_APPROVER_KEY_N,Final Approver Key,MI_RCA_RECOM,Transactional Data ,Final Approver Key,N,N,No,No,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
110,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_FINAL_STATE_LOCK_F,Final State Lock,MI_RCA_RECOM,Transactional Data ,Final State Lock,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
111,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_GENERATE_MERID_TASK_F,Generate  Task,MI_RCA_RECOM,Transactional Data ,Generate  Task,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
112,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_ID,Recommendation ID,MI_RCA_RECOM,Transactional Data ,Recommendation ID,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
113,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_IMPAC_CHR,Business Impact,MI_RCA_RECOM,Transactional Data ,Business Impact,N,N,No,No,nvarchar,100,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
114,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_LAST_CHANG_BY_CHR,Last Changed By,MI_RCA_RECOM,Transactional Data ,Last Changed By,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
115,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_LAST_CHANG_DATE_DT,Last Change Date,MI_RCA_RECOM,Transactional Data ,Last Change Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
116,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_LAST_CHG_BY_NM_CHR,Last Changed By Name,MI_RCA_RECOM,Transactional Data ,Last Changed By Name,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
117,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_LOC_ID_CHR,Functional Location ID,MI_RCA_RECOM,Transactional Data ,Functional Location ID,N,N,No,No,nvarchar,2000,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
118,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_LONG_DESCR_TX,Recommendation Description,MI_RCA_RECOM,Transactional Data ,Recommendation Description,N,N,No,No,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
119,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_MANDA_DATE_DT,Mandatory Date,MI_RCA_RECOM,Transactional Data ,Mandatory Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
120,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_MERIDIUM_TASK_ID_C, Task ID,MI_RCA_RECOM,Transactional Data , Task ID,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
121,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_NOTIF_AFTER_DD_CHR,Frequency of Alert After Due Date,MI_RCA_RECOM,Transactional Data ,Frequency of Alert After Due Date,N,N,No,No,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
122,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_NOTIF_EMAIL_TEXT_CHR,Implementation Alert Text,MI_RCA_RECOM,Transactional Data ,Implementation Alert Text,N,N,No,No,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
123,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_NOTIF_TYPE_C,Notification Type,MI_RCA_RECOM,Transactional Data ,Notification Type,N,N,No,No,nvarchar,2,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
124,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_NOTIFY_RP_FLG,Alert Assignee When Due?,MI_RCA_RECOM,Transactional Data ,Alert Assignee When Due?,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
125,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_ORIG_ENTY_KEY_N,Associated Entity Key,MI_RCA_RECOM,Transactional Data ,Associated Entity Key,N,N,No,No,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
126,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_PRIORITY_C,Recommendation Priority,MI_RCA_RECOM,Transactional Data ,Recommendation Priority,N,N,No,No,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
127,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_PUB_FLAG_F,Published Flag,MI_RCA_RECOM,Transactional Data ,Published Flag,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
128,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_RECOR_CHR,Entered By ID,MI_RCA_RECOM,Transactional Data ,Entered By ID,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
129,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_RECOR_NM_CHR,Entered By Name,MI_RCA_RECOM,Transactional Data ,Entered By Name,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
130,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REEVAL_DT,Reevaluation Date,MI_RCA_RECOM,Transactional Data ,Reevaluation Date,N,N,No,No,datetime,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
131,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REEVAL_EMAIL_TX,Reevaluation Alert Body Text,MI_RCA_RECOM,Transactional Data ,Reevaluation Alert Body Text,N,N,No,No,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
132,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REEVAL_FLG,Reevaluate?,MI_RCA_RECOM,Transactional Data ,Reevaluate?,N,N,No,No,nvarchar,1,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
133,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REEVAL_NOTIF_LIST_CHR,Reevaluation Notification List,MI_RCA_RECOM,Transactional Data ,Reevaluation Notification List,N,N,No,No,nvarchar,MAX,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
134,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REQUI_EQUIP_STATU_CHR,Required Equipment Status,MI_RCA_RECOM,Transactional Data ,Required Equipment Status,N,N,No,No,nvarchar,50,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
135,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REVIE_CHR,Reviewer ID,MI_RCA_RECOM,Transactional Data ,Reviewer ID,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
136,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REVIE_NM_CHR,Reviewer Name,MI_RCA_RECOM,Transactional Data ,Reviewer Name,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
137,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_REVIEWER_KEY_NBR,Reviewer Key,MI_RCA_RECOM,Transactional Data ,Reviewer Key,N,N,No,No,float,8,Physical Asset Management,Reliability Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
138,MI_V4030005 - RCA,dbo.MIV_MI_RCA_RECOMMENDATION,RCA Recommendation,RCA Recommendation records store details of a recommendation and the progress associated with getting the recommendation approved and implemented. ,MI_REC_SHORT_DESCR_CHR,Recommendation Headline,MI_RCA_RECOM,Transactional Data ,Recommendation Headline,N,N,No,No,nvarchar,255,Physical Asset Management,Reliability Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
