DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
S Sonic,0.3,0.1538,0.3,0.4545,0.1538
S1,0.0,0.0,0.0,0.0,0.1111
S2,0.0,0.0,0.0,0.0,0.1111
S3,0.0,0.0,0.0,0.0,0.1111
S4,0.0,0.0,0.0,0.0,0.1111
Sail line (Main),0.3636,0.5455,0.3636,0.3846,0.4167
Sail Line Spacing,0.3077,0.3571,0.3077,0.5385,0.4615
Salt Thickness Map,0.4286,0.4667,0.3333,0.5333,0.4667
Salt Welding,0.3846,0.3333,0.5,0.4,0.5385
Sample density,0.4615,0.5,0.5833,0.5714,0.6154
Sample Diameter,0.2857,0.4286,0.3846,0.4,0.6667
Sample Diameter,0.2857,0.4286,0.3846,0.4,0.6667
Sample Internal Diameter,0.3571,0.4,0.4615,0.4667,0.6154
Sample Length,0.2857,0.3333,0.2857,0.4,0.5385
Sample Length,0.2857,0.3333,0.2857,0.4,0.5385
Sample Number,0.2,0.3333,0.2,0.3125,0.5385
Sample Number,0.2,0.3333,0.2,0.3125,0.5385
Sample Number,0.2,0.3333,0.2,0.3125,0.5385
Sample Number,0.2,0.3333,0.2,0.3125,0.5385
Sample Outer Diameter,0.25,0.375,0.3333,0.4375,0.6923
Sample Type,0.3333,0.5,0.3333,0.4615,0.6364
Sampling point,0.2857,0.3333,0.2857,0.5,0.4286
Sampling rate,0.3571,0.4,0.3571,0.4667,0.5
Sand Fairways-Entry Point Map,0.375,0.4118,0.4667,0.5625,0.4118
Sand probability cube,0.3529,0.3158,0.4375,0.625,0.5625
"Saturate GC, Whole Oil GC, Aromatic GC, Pyrolysix GC, High Temperature GC",0.25,0.35,0.25,0.4737,0.4211
"Saturate GCMS, Whole Oil GCMS, Diamondoid GCMS, Aromatics GCMS",0.2632,0.3,0.3333,0.4211,0.4444
Saturation,0.25,0.1333,0.25,0.3846,0.3077
Saturation Fluid,0.2667,0.3125,0.3571,0.375,0.5
Saturation Fluid,0.2667,0.3125,0.3571,0.375,0.5
Scale Factor along Central Meridian,0.2941,0.4118,0.375,0.4706,0.4118
Scandium - Sc,0.2308,0.2857,0.3333,0.3571,0.3846
Scheme Name,0.25,0.3077,0.25,0.3846,0.3077
Scouting Company Name,0.4,0.3529,0.4,0.7143,0.4375
Sea,0.1111,0.2,0.1111,0.1818,0.3333
Sea,0.1111,0.2,0.1111,0.1818,0.3333
Sea,0.1111,0.2,0.1111,0.1818,0.3333
Sea,0.1111,0.2,0.1111,0.1818,0.3333
Sea level curve,0.1429,0.2857,0.1429,0.2667,0.5
Sea level curve,0.1429,0.2857,0.1429,0.2667,0.5
Seabed Condition,0.3846,0.25,0.5,0.6154,0.4286
Seabed Subsidence,0.3077,0.2667,0.4167,0.4286,0.4615
Secondary Positioning System,0.375,0.3333,0.4667,0.6667,0.4118
Secondary Positioning System,0.375,0.3333,0.4667,0.6667,0.4118
Seismic Acquisition - Acquisition Report / Navigation Data Files Availability,0.2727,0.3636,0.3333,0.4762,0.4286
Seismic Acquisition - Post-Plot CRS Name and Code,0.2778,0.3158,0.3529,0.5294,0.5625
Seismic Acquisition - Seismic Acquisition Company / Date,0.375,0.3333,0.4667,0.6667,0.5
Seismic Acquisition Company / Date,0.375,0.3333,0.4667,0.6667,0.5
Seismic Acquisition Report Available,0.2632,0.3,0.2632,0.5,0.4444
"Seismic attribute surfaces- RMS, Sweetness, Reflection Strength, Variance, Spec-Decomp Colour Blend",0.2174,0.3043,0.2727,0.4091,0.4286
"Seismic cubes-RMS, Sweetness, Reflection Strength, Variance, Spec-Decomp Colour Blend",0.2174,0.3043,0.2727,0.4091,0.4286
Seismic Data Loading - CRS,0.3125,0.3529,0.4,0.5,0.4375
Seismic Data Loading - Distance and bearing from defined IL/XL,0.2632,0.3684,0.3333,0.4211,0.3684
Seismic Data Loading - Easting,0.3333,0.375,0.4286,0.5333,0.4667
Seismic Data Loading - Inline,0.3333,0.375,0.4286,0.5333,0.4667
Seismic Data Loading - Latitude,0.3125,0.3529,0.4,0.5,0.5333
Seismic Data Loading - Longitude,0.3125,0.3529,0.4,0.5,0.5333
Seismic Data Loading - Northing,0.2941,0.3333,0.375,0.4706,0.4118
Seismic Data Loading - Project CRS Verification,0.25,0.35,0.3158,0.4737,0.4211
Seismic Data Loading - Xline,0.3125,0.3529,0.4,0.5,0.4375
Seismic data processing final report,0.2778,0.3889,0.3529,0.5294,0.4706
Seismic Interpretation Report and Presentation(pdf/ppt),0.3125,0.3529,0.4,0.6,0.4375
Seismic Processing - CRS Name and Code from report or SEGY EBCDIC Header,0.3158,0.35,0.3889,0.5556,0.35
Seismic Processing - Post-Plot CRS Name and Code,0.2941,0.3333,0.375,0.5625,0.5
Seismic Processing - Seismic Processing Company / Date,0.375,0.3333,0.4667,0.6667,0.4118
Seismic Processing Company / Date,0.375,0.3333,0.4667,0.6667,0.4118
Seismic Processing Report Available,0.2778,0.3158,0.2778,0.5294,0.3889
Seismic Survey CRS,0.3077,0.3571,0.3077,0.3333,0.2667
Seismic Survey Name and Vintage,0.375,0.3333,0.4667,0.4706,0.4118
Seismic velocity traces at selected locations,0.375,0.4118,0.4667,0.5625,0.4118
SEM Images,0.2727,0.4545,0.2727,0.3077,0.3333
Semi-Major Axis,0.2143,0.3571,0.2143,0.3333,0.2667
Semi-Minor Axis,0.3077,0.3571,0.3077,0.4286,0.2667
Shale Gouge Ratio varaition in depth,0.2778,0.25,0.3529,0.4444,0.5625
Shale Gouge Ratio variation in variable fault throw,0.2632,0.3,0.2632,0.35,0.3684
Shear Failure Gradient,0.3125,0.3529,0.4,0.3333,0.5333
Shear Failure Gradient,0.3125,0.3529,0.4,0.3333,0.5333
Shear Failure Gradient,0.3125,0.3529,0.4,0.3333,0.5333
Shear Failure Gradient,0.3125,0.3529,0.4,0.3333,0.5333
Shooting Direction,0.3571,0.1667,0.4615,0.4667,0.3125
Shot and Receiver Statics,0.3333,0.2222,0.4286,0.5333,0.375
Shot Point,0.3636,0.1333,0.3636,0.5,0.3077
Shot Point Interval,0.3333,0.2941,0.3333,0.5333,0.4667
Shot Point Interval ,0.3333,0.2941,0.3333,0.5333,0.4667
Siderite,0.3,0.1538,0.4444,0.2308,0.3636
Sidewall core description datasheet ,0.2941,0.2632,0.375,0.5625,0.5
Sidewall core image,0.1765,0.375,0.25,0.3529,0.375
Silicon Dioxide - SiO2,0.3077,0.2667,0.4167,0.4286,0.3571
Sin(Theta0/2),0.4,0.2308,0.4,0.4167,0.3333
Single Depth Analysis Sand Production Envelope,0.3158,0.2857,0.3889,0.5556,0.5
Single Frequence cube,0.25,0.2941,0.25,0.2778,0.2941
Site Name,0.5,0.4167,0.5,0.5,0.4167
Site Name,0.5,0.4167,0.5,0.5,0.4167
Size,0.2222,0.1818,0.2222,0.1667,0.1818
Size,0.2222,0.1818,0.2222,0.1667,0.1818
Size,0.2222,0.1818,0.2222,0.1667,0.1818
Size (mm),0.3,0.3636,0.3,0.2308,0.25
Size (um),0.2727,0.3333,0.2727,0.2143,0.3333
Slant Range,0.3333,0.2857,0.3333,0.3571,0.5
Smoothed anisotropic migration VNMO velocity field in VINT,0.3,0.4,0.3684,0.5263,0.4
Smoothed anisotropic migration VNMO velocity field in VRMS,0.3,0.4,0.3684,0.5263,0.4
Smoothed Effective Anisotropy parameter (ETA) used in APSTM production,0.3158,0.35,0.3889,0.5556,0.4211
Sodium Oxide - Na2O,0.2857,0.3333,0.3846,0.4,0.4286
Sorting,0.2727,0.0667,0.2727,0.3077,0.1429
Sorting,0.2727,0.0667,0.2727,0.3077,0.1429
Source current and navigation data in hdf5 format,0.2632,0.3,0.3333,0.4211,0.3684
Source Depth,0.2,0.1111,0.2857,0.4,0.5385
Source Depth ,0.2,0.1111,0.2857,0.4,0.5385
Source Hole Depth ,0.1875,0.1667,0.2667,0.375,0.6154
Source Hole Pattern,0.25,0.2222,0.25,0.5333,0.5714
Source length,0.2667,0.1667,0.2667,0.375,0.4
Source Line Interval ,0.3333,0.2941,0.3333,0.5333,0.4667
Source Line Orientation,0.3571,0.3125,0.3571,0.5714,0.5
Source Line Orientation,0.3571,0.3125,0.3571,0.5714,0.5
Source Location to Receiver ,0.3333,0.2941,0.3333,0.5333,0.4667
Source Positioning Records,0.3333,0.1579,0.4286,0.5333,0.4667
Source Pressure,0.1538,0.1333,0.1538,0.3846,0.4167
Source Separation,0.3571,0.2353,0.3571,0.6923,0.5
Source Type ,0.3077,0.1875,0.3077,0.5385,0.4615
Source Type ,0.3077,0.1875,0.3077,0.5385,0.4615
Source Volume ,0.1333,0.2667,0.1333,0.25,0.3571
Source Volume ,0.1333,0.2667,0.1333,0.25,0.3571
SP Number / Trace Number,0.2667,0.2353,0.2667,0.4667,0.5
Species Count,0.4167,0.1875,0.4167,0.6667,0.4615
Species ID,0.2727,0.2308,0.4,0.4167,0.4545
Species Name,0.3333,0.3846,0.3333,0.5833,0.3846
Spectograms of time series ,0.25,0.375,0.25,0.5333,0.375
Spectral Decomposition Cubes - Frequency and Blended Cubes,0.3,0.4,0.3684,0.5263,0.4737
Spheroid,0.1538,0.1333,0.25,0.2857,0.3077
Spot ID/Number,0.3333,0.2222,0.4286,0.4375,0.4667
Spot ID/Number,0.3333,0.2222,0.4286,0.4375,0.4667
Spot ID/Number,0.3333,0.2222,0.4286,0.4375,0.4667
Spot ID/Number,0.3333,0.2222,0.4286,0.4375,0.4667
Start date,0.2727,0.2308,0.4,0.3077,0.6
Start Date,0.2727,0.2308,0.4,0.3077,0.6
Start Date,0.2727,0.2308,0.4,0.3077,0.6
Start Date,0.2727,0.2308,0.4,0.3077,0.6
Static Young's Modulus,0.3125,0.3529,0.4,0.5,0.4375
Strain,0.3,0.1538,0.3,0.3333,0.25
Streamer Definition,0.3571,0.4,0.4615,0.4667,0.4
Streamer Length ,0.2857,0.3333,0.2857,0.3125,0.4286
Streamer Separation,0.3846,0.3333,0.3846,0.6154,0.4286
Streamer Type,0.3333,0.3846,0.3333,0.4615,0.5
Streamer Depth,0.1333,0.1875,0.2143,0.25,0.4615
Strength,0.2727,0.0667,0.2727,0.2143,0.2308
Stress Path,0.25,0.2143,0.25,0.3846,0.5455
Stress Path Ko,0.3077,0.2667,0.2143,0.4286,0.4615
Strontium - Sr,0.3333,0.2,0.3333,0.3571,0.2857
Sub-array separation ,0.4286,0.2941,0.4286,0.6429,0.4667
Sun Azimuth,0.3077,0.2667,0.3077,0.3333,0.3571
Sun Declination,0.3571,0.3125,0.4615,0.5714,0.6154
Surface Coordinates: Platform - Easting,0.2632,0.3684,0.3333,0.5,0.5294
Surface Coordinates: Platform - Latitude,0.2778,0.3889,0.3529,0.5294,0.5625
Surface Coordinates: Platform - Longitude,0.2632,0.3684,0.3333,0.5,0.5294
Surface Coordinates: Platform - Name,0.2778,0.3889,0.3529,0.5294,0.5625
Surface Coordinates: Platform - Northing,0.25,0.35,0.3158,0.4737,0.5
Surface Coordinates: Wells - Easting,0.2778,0.3158,0.3529,0.4444,0.4706
Surface Coordinates: Wells - Latitude,0.2941,0.3333,0.375,0.4706,0.5
Surface Coordinates: Wells - Longitude,0.2778,0.3158,0.3529,0.4444,0.4706
Surface Coordinates: Wells - Northing,0.2632,0.3,0.3333,0.4211,0.4444
Surface type (horizon/flooding surface/erosion surface),0.3,0.3333,0.3684,0.5263,0.4737
Survey Company Name,0.25,0.2941,0.25,0.5333,0.375
Survey Configuration Data,0.3529,0.3158,0.4375,0.5294,0.3889
Survey Dimension,0.3571,0.3125,0.4615,0.375,0.3125
Survey Layout Sheet ,0.2667,0.3125,0.2667,0.375,0.5
Survey method,0.2667,0.2353,0.3571,0.2941,0.4
Survey Name,0.3077,0.3571,0.3077,0.3333,0.3571
Survey Name,0.3077,0.3571,0.3077,0.3333,0.3571
Survey Name,0.3077,0.3571,0.3077,0.3333,0.3571
Survey Name,0.3077,0.3571,0.3077,0.3333,0.3571
Survey Name,0.3077,0.3571,0.3077,0.3333,0.3571
Survey Network Definition,0.4667,0.3333,0.4667,0.3889,0.3333
Survey Perimeter ,0.3846,0.3333,0.3846,0.4,0.4286
Survey Type,0.3333,0.2,0.3333,0.3571,0.5
Survey Type,0.3333,0.2,0.3333,0.3571,0.5
Sweep Frequency,0.2667,0.2353,0.2667,0.375,0.3125
Swi,0.1111,0.0909,0.1111,0.0833,0.0909
Synthetic Seismogram - Time and Amplitude,0.3158,0.35,0.3889,0.5556,0.5
Tape format,0.2308,0.3846,0.2308,0.4615,0.3846
Target Confining Pressure,0.3125,0.2778,0.3125,0.6,0.4375
Tectono-stratigraphy,0.3333,0.2222,0.3333,0.6429,0.2941
Tectono-stratigraphy,0.3333,0.2222,0.3333,0.6429,0.2941
Temperature,0.1667,0.2308,0.1667,0.3077,0.4545
Tensile Strength,0.4167,0.2667,0.4167,0.3333,0.3571
Tensile Strength,0.4167,0.2667,0.4167,0.3333,0.3571
Tensile Strength,0.4167,0.2667,0.4167,0.3333,0.3571
Tensile Strength,0.4167,0.2667,0.4167,0.3333,0.3571
Tensile Strength,0.4167,0.2667,0.4167,0.3333,0.3571
Test No.,0.4444,0.1538,0.4444,0.4545,0.3636
Test Point,0.5,0.2143,0.5,0.6364,0.4167
Test Point,0.5,0.2143,0.5,0.6364,0.4167
Test Pressures,0.2727,0.1429,0.2727,0.3077,0.6
Test Type,0.4444,0.25,0.4444,0.4545,0.5
The whole project in model form,0.2778,0.3158,0.3529,0.4444,0.3158
Thermal Subsidence Diagram,0.2778,0.3158,0.3529,0.3684,0.4706
Theta0,0.2222,0.1818,0.2222,0.2727,0.3
Thick Wall Cylinder Test,0.4667,0.4118,0.4667,0.4706,0.4118
Thickness of rubber,0.4,0.2778,0.3125,0.4118,0.2778
Thin Section Description,0.3571,0.1667,0.4615,0.5714,0.4
Thin Section description,0.3571,0.1667,0.4615,0.5714,0.4
Thin Section Image,0.3571,0.3125,0.3571,0.5714,0.3125
Thin Section Image,0.3571,0.3125,0.3571,0.5714,0.3125
Third Order System tract,0.3333,0.375,0.4286,0.5333,0.375
Third Order System tract,0.3333,0.375,0.4286,0.5333,0.375
Thorium - Th,0.25,0.2143,0.25,0.2857,0.2143
Threshold capilary pressure variation,0.3333,0.3,0.4118,0.5882,0.5294
Tidal Information,0.2857,0.4286,0.3846,0.4,0.3333
Tides,0.3333,0.1667,0.5,0.25,0.4
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time,0.375,0.3,0.375,0.2727,0.1818
Time related Event Data,0.3846,0.4286,0.5,0.4,0.4286
Time-Depth Table,0.2857,0.4286,0.3846,0.4,0.5385
Timing accuracy CSAC,0.3571,0.3125,0.3571,0.4667,0.3125
Titanium Dioxide - TiO2,0.3846,0.3333,0.5,0.5,0.4286
T-max,0.1,0.1818,0.1,0.1667,0.1818
TOC,0.1111,0.0,0.1111,0.3,0.0909
Top Depth,0.2727,0.1429,0.4,0.4167,0.4545
Top Depth (ft),0.25,0.2143,0.3636,0.3846,0.4167
Total Cement (%),0.3333,0.3846,0.3333,0.5833,0.3846
Total gas,0.1667,0.2308,0.1667,0.3077,0.4545
Total gas,0.1667,0.2308,0.1667,0.3077,0.4545
Total gas,0.1667,0.2308,0.1667,0.3077,0.4545
Total harmonic distortion,0.25,0.2941,0.3333,0.4375,0.375
Total Heavy Mineral (%),0.4286,0.4667,0.4286,0.5333,0.2941
Total Infill percentage,0.3333,0.375,0.3333,0.6429,0.375
Total Infill size,0.3846,0.4286,0.3846,0.5,0.4286
Total Operational Duration,0.3571,0.3125,0.4615,0.5714,0.6154
Total Shot Points,0.3077,0.2667,0.3077,0.5385,0.4615
Transformation - EPSG Code,0.2941,0.3333,0.375,0.5625,0.4118
Transformation - EPSG Code,0.2941,0.3333,0.375,0.5625,0.4118
Transformation - Type,0.4286,0.4667,0.4286,0.6429,0.375
Transformation - Type,0.4286,0.4667,0.4286,0.6429,0.375
Transformation Code (EPSG),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (EPSG),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (EPSG),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (EPSG),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (EPSG),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (EPSG),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (PGPR),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (PGPR),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (PGPR),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (PGPR),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (PGPR),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Code (PGPR),0.2941,0.3333,0.375,0.5625,0.4118
Transformation Name,0.3846,0.4286,0.3846,0.5,0.3333
Transformation Name,0.3846,0.4286,0.3846,0.5,0.3333
Transformation Name,0.3846,0.4286,0.3846,0.5,0.3333
Transformation Name,0.3846,0.4286,0.3846,0.5,0.3333
Transformation Name,0.3846,0.4286,0.3846,0.5,0.3333
Transformation Name,0.3846,0.4286,0.3846,0.5,0.3333
Triaxial Test,0.3333,0.3846,0.3333,0.3571,0.5
True Radial Deform,0.2667,0.5,0.3571,0.375,0.5
True Vertical Depth,0.25,0.2941,0.3333,0.4375,0.5714
True Vertical Depth,0.25,0.2941,0.3333,0.4375,0.5714
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
True Vertical Depth Drill Floor,0.2222,0.3333,0.2941,0.4706,0.5
Tuning,0.3333,0.0769,0.3333,0.25,0.1667
Type,0.375,0.1818,0.375,0.4,0.3
Type of broadband acquisition,0.3333,0.3,0.4118,0.5882,0.4444
Type of geometry,0.3077,0.3571,0.3077,0.4286,0.2667
"Type of property (depth, TWT, porosity, net sand etc.)",0.3529,0.3158,0.4375,0.625,0.3889
Type of sensor,0.4167,0.2667,0.4167,0.5385,0.3571
Unconfined Compressive Strength,0.2632,0.2381,0.3333,0.4211,0.3684
Unconfined Compressive Strength,0.2632,0.2381,0.3333,0.4211,0.3684
Unconfined Compressive Strength,0.2632,0.2381,0.3333,0.4211,0.3684
Unconfined Compressive Strength,0.2632,0.2381,0.3333,0.4211,0.3684
Unconfined Compressive Strength,0.2632,0.2381,0.3333,0.4211,0.3684
Unfiltered Scaled APSDM (Depth domain),0.2632,0.3684,0.3333,0.5,0.5294
Unfiltered Scaled APSDM (Time domain),0.2778,0.3889,0.3529,0.5294,0.5625
Unfiltered Scaled APSDM angle stack volumes - up to eight (8) (Depth domain),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Scaled APSDM angle stack volumes - up to eight (8) (Time domain),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Scaled APSDM with vertical well adjusted,0.2381,0.3333,0.3,0.381,0.4737
Unfiltered Scaled APSTM,0.2941,0.4118,0.375,0.4706,0.6
Unfiltered Scaled APSTM angle stack volumes - up to eight (8),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Scaled PSDM (Depth domain) (Fast-track),0.3158,0.4211,0.3158,0.4737,0.5
Unfiltered Scaled PSDM (Time domain) (Fast-track),0.3333,0.4444,0.3333,0.5,0.5294
Unfiltered Unscaled APSDM (Depth domain),0.2632,0.3684,0.3333,0.5,0.5294
Unfiltered Unscaled APSDM (Depth domain) (QI Workflow),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Unscaled APSDM (Time domain),0.2778,0.3889,0.3529,0.5294,0.5625
Unfiltered Unscaled APSDM (Time domain) (QI Workflow),0.3,0.4,0.3,0.45,0.4737
Unfiltered Unscaled APSDM angle stack volumes - up to eight (8) (Depth domain),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Unscaled APSDM angle stack volumes - up to eight (8) (Depth domain) (QI Workflow),0.2609,0.3478,0.2609,0.3913,0.4091
Unfiltered Unscaled APSDM angle stack volumes - up to eight (8) (Time domain),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Unscaled APSDM angle stack volumes - up to eight (8) (Time domain) (QI Workflow),0.2609,0.3478,0.2609,0.3913,0.4091
Unfiltered Unscaled APSDM with vertical well adjusted,0.2381,0.3333,0.3,0.381,0.4737
Unfiltered Unscaled APSDM with vertical well adjusted (QI Workflow),0.2609,0.3478,0.2609,0.3913,0.4091
Unfiltered Unscaled APSTM,0.2941,0.4118,0.375,0.4706,0.6
Unfiltered Unscaled APSTM angle stack volumes - up to eight (8) (QI Workflow),0.2609,0.3478,0.2609,0.3913,0.4091
Unfiltered Unscaled PSDM (Depth domain) (Fast-track),0.3158,0.4211,0.3158,0.4737,0.5
Unfiltered Unscaled PSDM (Depth domain) (Fast-track) (QI Workflow),0.2857,0.381,0.2857,0.4286,0.45
Unfiltered Unscaled PSDM (Time domain) (Fast-track),0.3333,0.4444,0.3333,0.5,0.5294
Unfiltered Unscaled PSDM (Time domain) (Fast-track) (QI Workflow),0.3,0.4,0.3,0.45,0.4737
Unfiltered Unscaled PSTM (Fast-Track),0.3529,0.4706,0.3529,0.4444,0.5625
Up hole depth (m) ,0.2143,0.2667,0.3077,0.3333,0.5833
UPVC (average),0.1429,0.2,0.1429,0.3571,0.3846
Uranium - U,0.2727,0.3333,0.2727,0.3077,0.2308
Utilised Approved Contract Value (ACV),0.2941,0.2632,0.375,0.5625,0.6
Vanadium - V,0.25,0.3077,0.3636,0.2857,0.3077
"Velocity Models - TDR, Function, Surfaces, Volume",0.3333,0.4444,0.4118,0.5,0.4444
Verification Date,0.3571,0.3125,0.4615,0.5714,0.3125
Vertical Angle,0.3846,0.3333,0.3846,0.5,0.3333
Vertical Datum Code (EPSG),0.2105,0.3158,0.2778,0.4444,0.5625
Vertical Datum Code (EPSG),0.2105,0.3158,0.2778,0.4444,0.5625
Vertical Datum Code (EPSG),0.2105,0.3158,0.2778,0.4444,0.5625
Vertical Datum Code (PGPR),0.2222,0.3333,0.2941,0.4706,0.5
Vertical Datum Code (PGPR),0.2222,0.3333,0.2941,0.4706,0.5
Vertical Datum Code (PGPR),0.2222,0.3333,0.2941,0.4706,0.5
Vertical Datum Name,0.3333,0.375,0.4286,0.4375,0.4667
Vertical Datum Name,0.3333,0.375,0.4286,0.4375,0.4667
Vertical Datum Name,0.3333,0.375,0.4286,0.4375,0.4667
Vertical Range,0.3846,0.3333,0.3846,0.5,0.3333
Vertical Stress,0.3077,0.3571,0.3077,0.4286,0.4615
Vertical Stress,0.3077,0.3571,0.3077,0.4286,0.4615
Vertical Stress,0.3077,0.3571,0.3077,0.4286,0.4615
Vertical Stress,0.3077,0.3571,0.3077,0.4286,0.4615
Vertical Stress,0.3077,0.3571,0.3077,0.4286,0.4615
Vessel Definition,0.3846,0.3333,0.5,0.4,0.4286
Vessel Name,0.25,0.4167,0.25,0.2857,0.4167
Vessel Name,0.25,0.4167,0.25,0.2857,0.4167
Vessel Name,0.25,0.4167,0.25,0.2857,0.4167
Vessel Name,0.25,0.4167,0.25,0.2857,0.4167
Vessel Name,0.25,0.4167,0.25,0.2857,0.4167
Vessel Positioning Records,0.3125,0.2105,0.4,0.5,0.4375
Visual Porosity,0.2667,0.3125,0.2667,0.4667,0.5
Visual Porosity,0.2667,0.3125,0.2667,0.4667,0.5
Vitrinite Reflectance (Max),0.3333,0.4667,0.3333,0.4375,0.2941
Vitrinite Reflectance (Mean),0.3571,0.5,0.3571,0.4667,0.3125
Vitrinite Reflectance (Min),0.3571,0.5,0.3571,0.4667,0.3125
Vitrinite Reflectance (Num),0.3333,0.4667,0.3333,0.4375,0.375
Vitrinite Reflectance (SD),0.3333,0.375,0.4286,0.4375,0.4667
Vol. Strain,0.3077,0.2667,0.3077,0.4286,0.3571
Volume of Clay cube,0.1875,0.5,0.1875,0.375,0.3125
Volume of interpreted sequence,0.2632,0.3,0.3333,0.4211,0.4444
Volume Strain,0.3333,0.375,0.3333,0.4375,0.4667
Volumetric Strain,0.3125,0.3529,0.3125,0.5,0.4375
VSP - Time and Amplitude,0.3333,0.375,0.4286,0.4375,0.6923
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Depth,0.2308,0.2,0.3333,0.3571,0.5
Water Level,0.25,0.3077,0.25,0.2857,0.4167
Water Saturation ,0.3846,0.25,0.3846,0.5,0.4286
Weight on Bit (WOB),0.4167,0.1875,0.4167,0.4286,0.1875
Weight on Bit (WOB),0.4167,0.1875,0.4167,0.4286,0.1875
Well / Platform,0.2,0.4286,0.2,0.4,0.4286
Well / Slots,0.2727,0.2308,0.2727,0.3077,0.4545
"Well Data Manager (Screenshot, min 5 wells)",0.2778,0.3158,0.3529,0.4444,0.3889
"Well Data Manager (Screenshot, min 5 wells)",0.2778,0.3158,0.3529,0.4444,0.3889
Well name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Name,0.2727,0.4545,0.2727,0.3077,0.3333
Well Scaled Seismic Average Velocity in Depth domain,0.3,0.3333,0.3684,0.5263,0.4
Well Scaled Seismic Average Velocity in Time domain,0.3333,0.3684,0.4118,0.5,0.3684
Well Trajectory ( If Any ),0.4,0.4375,0.4,0.6,0.2778
Well Type,0.4,0.3333,0.4,0.4167,0.4545
Well Type,0.4,0.3333,0.4,0.4167,0.4545
Wells,0.1,0.1818,0.1,0.0769,0.3
Wetness (C1-C4),0.4,0.1429,0.4,0.4167,0.3333
Wetness (C1-C5),0.4,0.1429,0.4,0.4167,0.3333
Wind Direction ( All Year),0.4286,0.375,0.5385,0.6429,0.375
WL curve (if applicable),0.1765,0.375,0.1765,0.3529,0.375
Xline,0.3333,0.2727,0.3333,0.25,0.1667
X-offsets from GNSS Antenna to Navigation Datum Point,0.2632,0.3,0.3333,0.4211,0.4444
X-offsets from GNSS Antenna to Navigation Datum Point,0.2632,0.3,0.3333,0.4211,0.4444
XRD and/or XRF logs,0.125,0.25,0.2,0.2353,0.3333
Year,0.2222,0.3,0.2222,0.2727,0.1818
Y-offsets from GNSS Antenna to Navigation Datum Point,0.3333,0.3684,0.4118,0.5,0.4444
