DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
Pump rated power,0.3162,0.2462,0.2946,0.4256,0.5866
Pump Setting Depth,0.5657,0.2202,0.6325,0.6852,0.6481
Pump Size / Series,0.3771,0.3303,0.3689,0.3426,0.3703
Pump Wear Factor,0.2309,0.3371,0.1936,0.4663,0.5292
Surface KVA,0.2236,0.4352,0.0833,0.2408,0.488
Test Rack Opening Pressure,0.5675,0.2899,0.4758,0.6015,0.534
Total GOR Above Pump,0.2877,0.2799,0.268,0.5421,0.565
Transfer Pressure,0.3674,0.2384,0.2739,0.3297,0.4543
Tubing Effect Factor,0.5314,0.362,0.5446,0.6794,0.4928
Valve Performance Curve,0.332,0.3877,0.2062,0.3575,0.4105
Average Downhole Rate,0.4436,0.3767,0.3607,0.4559,0.6336
Casing Head Pressure (CHP),0.315,0.2759,0.3082,0.4134,0.5413
Casing Pressure,0.3162,0.2462,0.2946,0.3831,0.414
Flowing Pressure Gradient,0.4725,0.3678,0.5283,0.5406,0.5155
Flowing Temperature Gradient,0.6103,0.4355,0.6444,0.6845,0.6437
Flowing Tubing Head Pressure (FTHP),0.4874,0.3659,0.5449,0.5904,0.5698
Gas Lift Valve Size,0.3904,0.5128,0.4364,0.4335,0.543
Gas Separator Efficiency,0.506,0.5455,0.4787,0.6287,0.5351
Gas Utilization Factor (GUF),0.3689,0.3877,0.5361,0.6851,0.5312
Gas Volume Fraction (GVF),0.2828,0.4404,0.3162,0.4949,0.432
Head Required,0.3853,0.3214,0.4308,0.2667,0.5766
Lift Depth,0.5449,0.3636,0.6963,0.6287,0.6625
Multipointing,0.4845,0.3143,0.7223,0.7826,0.3172
Orifice Valve,0.3651,0.4975,0.4082,0.4423,0.3187
Power required,0.3615,0.2412,0.3464,0.2919,0.3719
Pump Intake Pressure,0.4734,0.3518,0.3849,0.4865,0.5353
Side Pocket Mandrel,0.568,0.4824,0.5774,0.5838,0.7099
Total Gas Lift Rate (Total Qgi),0.4678,0.3755,0.5557,0.6847,0.689
Unloading Valve,0.2752,0.3857,0.3693,0.4446,0.5045
Valve Closing Pressure,0.3351,0.3424,0.281,0.3721,0.4387
Valve Opening Pressure,0.4383,0.3257,0.3563,0.4504,0.4434
Valve Type,0.5729,0.5017,0.4003,0.4627,0.5626
Coiled tubing completion,0.506,0.3636,0.6528,0.7544,0.4332
Coiled tubing completion size,0.5425,0.3959,0.6823,0.7392,0.4439
Coiled tubing ESP,0.5331,0.3459,0.6623,0.6697,0.5429
Coiled tubing gas lift,0.4637,0.4332,0.674,0.6741,0.5465
Chemical injection valve depth,0.553,0.4558,0.6183,0.7093,0.5537
Deep-set safety valve (below hydrate formation depth),0.6532,0.5244,0.5934,0.6264,0.7751
Downhole ESP,0.3333,0.2335,0.2981,0.3769,0.4364
Downhole gas lift (single point injection depth),0.5843,0.3674,0.7287,0.7985,0.5296
Flow control valve (water hammer effect in WI),0.4946,0.5198,0.4701,0.5992,0.5019
Gas volume fraction (GVF),0.2828,0.4404,0.3162,0.4949,0.432
Horizontal Xmas tree,0.488,0.3989,0.491,0.6305,0.575
Hydrate curve,0.5164,0.3769,0.433,0.417,0.5916
Pump suction pressure,0.3226,0.1884,0.3156,0.4559,0.4224
Riser based gas lift,0.371,0.4332,0.4666,0.412,0.6072
Sand (concentration and size),0.4841,0.2638,0.6134,0.7559,0.5705
Subsea desander,0.33,0.2752,0.3162,0.2665,0.6789
Subsea ESP,0.2505,0.2194,0.14,0.2023,0.492
Subsea MPFM,0.138,0.4029,0.0772,0.1672,0.4066
Subsea multiphase pump,0.2725,0.3636,0.2611,0.3772,0.5861
Subsea sand/erosion sensor,0.2981,0.2089,0.3,0.3852,0.4294
Subsea separator,0.2782,0.2708,0.2074,0.3745,0.6375
Subsea single-phase pump (riser based),0.334,0.36,0.316,0.3527,0.5719
Subsea water injection,0.6025,0.3518,0.6255,0.7298,0.5916
Vertical Xmas tree,0.5367,0.4558,0.491,0.5517,0.6389
Dump flood,0.0,0.2509,0.1601,0.1735,0.4219
Inline separator,0.5164,0.4221,0.5774,0.7089,0.5409
Proactive,0.4303,0.3015,0.4811,0.695,0.5071
Reinjection,0.6262,0.2925,0.7001,0.7586,0.287
Expandable casing,0.3545,0.4139,0.3963,0.5316,0.6298
"Expandable patch (steel, elastomeric)",0.5413,0.4741,0.4842,0.612,0.7619
Expandable plug,0.2752,0.3857,0.2462,0.3556,0.6487
Expandable sand screen,0.4099,0.3482,0.375,0.4514,0.6587
HPHT,0.2108,0.0,0.2357,0.3405,0.276
HPHT category,0.5164,0.3015,0.433,0.6255,0.5071
HPHT completion and packer fluid,0.4568,0.4513,0.55,0.7094,0.6441
HPHT tubing material selection,0.6387,0.4318,0.7141,0.8144,0.6382
Tubing stress analysis for HPHT,0.4554,0.3419,0.5092,0.6042,0.5324
Types of elastomers,0.5394,0.4724,0.402,0.5082,0.5885
Bulk density,0.7006,0.5455,0.6963,0.5658,0.5606
Dimensionless fracture conductivity (FCD or CFD),0.4774,0.3982,0.6354,0.6609,0.5358
Effective stress / closure stress,0.4555,0.2799,0.3752,0.3872,0.4708
Effective wellbore radius,0.5062,0.5066,0.4851,0.438,0.5444
Fluid leak-off rate,0.3904,0.6268,0.3819,0.3941,0.6069
Fracture gradient,0.488,0.3419,0.5455,0.5911,0.6389
Fracture half length,0.4108,0.4264,0.3572,0.4792,0.5677
Fracture height,0.4954,0.3214,0.4924,0.5335,0.5045
Fracture permeability,0.5864,0.5869,0.562,0.6089,0.5758
Fracture toughness,0.4472,0.2321,0.3889,0.5217,0.553
Fracture width,0.4384,0.2925,0.5601,0.5563,0.6149
Hydraulic fracturing,0.3146,0.4199,0.4523,0.5082,0.4414
In-situ stress,0.4392,0.1709,0.5455,0.5123,0.4153
In-situ stress contrast,0.4746,0.1584,0.5686,0.6571,0.5105
Mini frac test,0.5809,0.4523,0.7217,0.7819,0.5071
Net pressure,0.5071,0.1974,0.378,0.4095,0.4795
Pad,0.0,0.1741,0.1667,0.2408,0.6831
Poisson's ratio,0.2485,0.1741,0.3889,0.5618,0.3253
Productivity improvement factor (PIF),0.5353,0.4277,0.6614,0.7735,0.4795
Proppant per stage,0.3873,0.201,0.3368,0.5908,0.5916
Slurry,0.1826,0.3198,0.1021,0.0737,0.1793
Surface Injection pressure,0.483,0.3223,0.4629,0.5573,0.4518
Types of fracturing fluid,0.4734,0.5025,0.5774,0.6255,0.5353
Types of proppants,0.3985,0.2585,0.3466,0.6079,0.4928
Young's modulus,0.1615,0.2515,0.1806,0.2174,0.3172
"""Smartness"" level",0.4392,0.3989,0.3273,0.3546,0.543
Annular flow isolation,0.2665,0.4001,0.3831,0.5841,0.4237
Autonomous inflow control device (AICD),0.3748,0.3439,0.5089,0.6703,0.4732
Fibre optic,0.4472,0.3482,0.5833,0.6621,0.2928
Inflow control device (ICD),0.4099,0.3482,0.5833,0.632,0.366
Intelligent altricial lift,0.5418,0.4994,0.7013,0.7138,0.504
Intelligent completion,0.6384,0.4142,0.7137,0.802,0.4411
Interval control valve (ICV),0.4104,0.3594,0.4588,0.6076,0.4254
Permanent downhole gauge type,0.623,0.4212,0.5133,0.6356,0.6225
Types of AICD design,0.568,0.4824,0.6928,0.6672,0.6423
Types of ICD design,0.5798,0.4308,0.7071,0.6384,0.5521
Types of ICV design,0.6055,0.45,0.677,0.6668,0.4685
Types of monobore,0.4315,0.3359,0.3216,0.5034,0.2825
Junction,0.4082,0.0953,0.5477,0.7253,0.2138
Lateral,0.3114,0.4545,0.2611,0.3772,0.6625
Mother bore,0.3873,0.2261,0.2887,0.3649,0.2958
Multilateral,0.3853,0.5143,0.4308,0.489,0.6487
Tie-point,0.6708,0.2611,0.8333,0.9029,0.4392
Types of multilaterals,0.5445,0.5869,0.5151,0.6089,0.7129
1Cr,0.0,0.0,0.0,0.1474,0.0
"Coating (e.g., TK805 vs 17Cr or 25Cr)",0.382,0.1983,0.3797,0.5828,0.3335
Reinforced Thermal Plastic (RTP),0.4959,0.4247,0.5544,0.6674,0.6276
Vacuum insulated tubing (VIT),0.4568,0.3282,0.6285,0.6526,0.5981
Charge Type,0.5963,0.4352,0.4167,0.5417,0.5367
Crushed zone,0.3581,0.1672,0.3203,0.347,0.4219
Dynamic Underbalance ,0.4245,0.4957,0.4746,0.5485,0.5836
Entrance Hole Diameter,0.6336,0.4352,0.5833,0.632,0.6343
Explosive type,0.6198,0.4606,0.504,0.546,0.4795
Gun conveyance,0.4845,0.3143,0.3612,0.5652,0.282
Gun Phasing,0.207,0.1612,0.3086,0.4458,0.2711
Gun Size,0.3904,0.2279,0.4364,0.3941,0.2556
Overbalance Pressure,0.3629,0.3296,0.2254,0.3582,0.5016
Penetration Depth,0.6847,0.2665,0.7144,0.8109,0.6873
Perforation interval,0.5094,0.3965,0.5695,0.7199,0.5002
Perforation Skin,0.4845,0.3772,0.5417,0.6957,0.3525
Shot Density,0.6667,0.3114,0.7454,0.6999,0.5674
Standoff,0.2449,0.286,0.3651,0.4616,0.5345
Underbalance Pressure,0.3807,0.3112,0.2979,0.3689,0.5732
Active Sand Control,0.4472,0.2901,0.5556,0.7624,0.6181
Alternate Path ,0.5466,0.3482,0.5,0.6822,0.7807
Cased Hole Gravel Pack,0.3055,0.4587,0.1952,0.3525,0.6286
Chemical Sand Agglomeration,0.3547,0.497,0.4362,0.6015,0.5805
Chemical Sand Consolidation,0.3306,0.386,0.5175,0.6674,0.5194
Circulating Pack,0.3098,0.3618,0.4041,0.6255,0.4057
Critical Drawdown Pressure,0.3286,0.2985,0.4491,0.5013,0.5737
Critical Reservoir Pressure,0.373,0.3015,0.3849,0.417,0.3756
Erosion Test,0.5923,0.2075,0.596,0.6697,0.4653
Erosional velocity,0.5274,0.5039,0.5361,0.6582,0.408
Expandable Sand Screen,0.4099,0.3482,0.375,0.4514,0.6587
Extension Pack,0.6262,0.3656,0.5601,0.7586,0.492
Fines Content,0.6606,0.2571,0.677,0.8002,0.3964
Fines Migration,0.4954,0.45,0.677,0.7113,0.3243
Flow velocity,0.4518,0.5276,0.433,0.5213,0.2958
Frac Pack,0.0745,0.3482,0.0,0.301,0.3416
Geomechanics ,0.3873,0.3769,0.3608,0.5213,0.3381
Gravel Pack,0.2236,0.4352,0.0833,0.301,0.488
Gravel Pack Skin,0.3651,0.4975,0.2722,0.4423,0.4383
Gravel size,0.3727,0.4352,0.3333,0.301,0.4392
High-Rate Water Pack,0.4637,0.3791,0.4148,0.5618,0.6072
Maximum Sand Free Rate,0.4134,0.5311,0.416,0.4341,0.6225
Open Hole Gravel Pack,0.3651,0.4264,0.2041,0.4423,0.4781
Oriented Perforation,0.5512,0.3219,0.6163,0.6996,0.4898
Pack Factor,0.207,0.3223,0.1543,0.5016,0.4518
Particle Size Distribution (PSD),0.5047,0.3315,0.7406,0.7133,0.5989
Passive Sand Control,0.33,0.2752,0.4216,0.6091,0.5864
Premium Screen,0.4307,0.3772,0.3612,0.3913,0.3172
Pre-packed Screen,0.4495,0.3149,0.3015,0.3993,0.5002
Proppant Concentration,0.4446,0.1597,0.4971,0.8286,0.4478
Rock Mechanics Test,0.5274,0.3359,0.4825,0.6582,0.4708
Sand Count,0.3114,0.0909,0.4352,0.6287,0.5606
Screen Length,0.5774,0.2697,0.4518,0.5129,0.4158
Screen Material,0.527,0.4924,0.4714,0.5533,0.5866
Screen Opening Size,0.5375,0.2897,0.5085,0.5676,0.2977
Screen Pressure Rating,0.4655,0.2509,0.4003,0.4627,0.4454
Screen Retention Test,0.7273,0.2316,0.6653,0.7208,0.5194
Screen Size,0.4869,0.2843,0.4082,0.3932,0.3187
Screen Type,0.71,0.3769,0.5052,0.5734,0.4648
Screen Weight,0.6086,0.2843,0.5443,0.5406,0.3984
Screenless Frac Pack,0.3266,0.3814,0.1826,0.3627,0.4543
Selective Perforation,0.6124,0.4291,0.5934,0.6923,0.5345
Sieve Analysis,0.4648,0.5427,0.4619,0.4587,0.4733
Slotted Liner,0.6086,0.3553,0.6804,0.6389,0.6375
Sonic Transit Time,0.5934,0.3198,0.7655,0.8478,0.4781
Sorting Coefficient (Sc),0.506,0.3182,0.6093,0.723,0.3058
Standalone Screen,0.5021,0.3198,0.4593,0.5898,0.6275
Thru-tubing Gravel Pack,0.4243,0.3303,0.4216,0.571,0.5555
Thru-tubing Sand Screen,0.5164,0.201,0.5774,0.6255,0.5634
Tiffin Criteria,0.5021,0.4264,0.7144,0.7003,0.3287
Unconfined Compressive Strength (UCS),0.5071,0.2632,0.5354,0.637,0.4426
Uniformity Coefficient (UC),0.5472,0.4792,0.65,0.7181,0.2687
Well Conditioning,0.4564,0.3198,0.6634,0.7003,0.2988
Wire-wrapped Screen,0.4134,0.2897,0.3698,0.4007,0.4601
XRD,0.0,0.0,0.1667,0.0,0.2928
Cased Hole,0.3114,0.3636,0.2611,0.3143,0.6116
Completion skin,0.5196,0.4045,0.5809,0.746,0.3024
Completion Strategy,0.6831,0.4558,0.6547,0.8275,0.6069
Completion Zone,0.4743,0.3077,0.4714,0.681,0.3105
Drawdown Pressure,0.2357,0.1651,0.2635,0.2665,0.5246
Horizontal Length,0.4557,0.2957,0.5095,0.6543,0.4309
Monobore,0.207,0.1612,0.1543,0.3344,0.0904
Open Hole,0.3727,0.2611,0.25,0.4214,0.2928
Open Hole Length,0.488,0.2849,0.3819,0.5123,0.3833
Sand Control Method,0.3836,0.224,0.4825,0.6195,0.5964
Well Inflow Performance,0.3544,0.5058,0.3082,0.4452,0.3351
Slim hole,0.2449,0.4767,0.2739,0.2638,0.2673
Slim hole size,0.3464,0.4719,0.3873,0.3264,0.3024
Blast Joint,0.4472,0.2611,0.5833,0.7223,0.5367
Burst Pressure,0.2877,0.112,0.2144,0.2323,0.408
Choke Valve Discharge Coefficient,0.497,0.478,0.4903,0.5666,0.4593
Choke Valve Size,0.4404,0.45,0.3077,0.3556,0.3964
Collapse Pressure,0.2657,0.3103,0.1485,0.2861,0.4928
Crossover,0.1333,0.0778,0.0745,0.2154,0.1746
Cup Packer,0.2148,0.2509,0.0801,0.347,0.375
Elastomer,0.4671,0.4545,0.3482,0.4401,0.6116
Expansion Joint,0.4743,0.2462,0.5893,0.7661,0.345
Flow Coupling,0.1291,0.3015,0.2165,0.417,0.169
Gas Lift Valve,0.3043,0.4975,0.3402,0.3932,0.5578
Gravel Pack Packer,0.2739,0.4264,0.1021,0.3317,0.4781
Hybrid Swell Packer,0.4307,0.5658,0.3612,0.3478,0.4934
Inflow Control Valve,0.31,0.362,0.3466,0.5364,0.3189
Insert String,0.5505,0.1928,0.677,0.6668,0.3604
Landing Nipple,0.3615,0.3618,0.5196,0.5838,0.4057
Number of Position per ICV,0.4383,0.3257,0.5345,0.6757,0.2869
Number of Valve Per Joint,0.4801,0.4077,0.4392,0.5639,0.4286
Oil Swellable Packer,0.3351,0.538,0.2341,0.3383,0.4936
Packer Type,0.6211,0.4835,0.3858,0.5573,0.5421
Permanent Downhole Gauge,0.4949,0.3556,0.4256,0.5534,0.5732
Plug,0.0,0.1508,0.0,0.1043,0.2535
Polished Bore Receptacle,0.4655,0.3763,0.4003,0.4916,0.5626
Pressure Rating,0.4216,0.2462,0.4125,0.4682,0.483
Production Packer,0.3689,0.2462,0.4125,0.6384,0.483
Production Tubing,0.4051,0.1183,0.6228,0.7361,0.3978
Pup joint,0.3266,0.0953,0.4564,0.6594,0.3207
Quantity of Swell Packer,0.6233,0.6159,0.5361,0.697,0.6592
Side Pocket Mandrel,0.568,0.4824,0.5774,0.5838,0.7099
Sliding Side Door,0.2782,0.2708,0.5703,0.412,0.425
Standing Valve,0.4146,0.3459,0.5298,0.574,0.6205
Subsurface Safety Valve,0.3849,0.4944,0.2582,0.3419,0.6047
Sump Packer,0.2236,0.3482,0.0833,0.301,0.4392
Surface-Controlled Subsurface Safety Valve,0.4041,0.4719,0.3189,0.4415,0.638
Swellable Packer,0.3356,0.5039,0.1608,0.271,0.5336
Tensile Strength,0.6956,0.2708,0.674,0.6741,0.5465
Thread Type,0.6901,0.4029,0.6172,0.613,0.768
Tubing Connection Type,0.6852,0.2667,0.7236,0.8916,0.3738
Tubing Grade,0.4297,0.2509,0.5604,0.5205,0.5626
Tubing Size,0.5217,0.2611,0.6667,0.6019,0.3416
Tubing Stress Diagram,0.3928,0.3058,0.5367,0.5287,0.6
Tubing Weight,0.5477,0.2132,0.6804,0.6389,0.3586
Von Mises Stress Diagram,0.3254,0.3378,0.4042,0.4088,0.4971
Water Swellable Packer,0.4099,0.4787,0.25,0.3612,0.6099
Yield Strength,0.7515,0.4388,0.7702,0.6574,0.6149
Cumulative JVP Cash Flow After Tax,0.3698,0.471,0.3758,0.5701,0.6822
JVP After Tax Cash Flow,0.2877,0.3919,0.268,0.5034,0.6278
JVP Agency Fee,0.5477,0.4975,0.3402,0.4423,0.3984
JVP Before Tax Cash Flow ,0.2928,0.3989,0.2182,0.4335,0.5111
JVP Bonuses (Sign/Prod/Others),0.3286,0.1279,0.3674,0.4718,0.4064
JVP Export Duty,0.501,0.2194,0.4901,0.5563,0.5739
JVP Fees (Rental/Training/Others),0.6181,0.3799,0.6183,0.7093,0.575
JVP Income Tax,0.4472,0.3482,0.5,0.7223,0.4392
JVP Net After Tax Cash Flow,0.4607,0.3913,0.4215,0.6427,0.6855
JVP Others Payment,0.6055,0.3857,0.4924,0.6668,0.5766
JVP SSST,0.1432,0.0,0.1601,0.2313,0.3282
JVP Total Abandonment CESS,0.4896,0.3079,0.5053,0.73,0.715
JVP Total CAPEX,0.3554,0.2767,0.3311,0.6219,0.6592
JVP Total Entitlement,0.7008,0.3446,0.7011,0.8043,0.652
JVP Total Lease Bare Boat/MOPU OPEX,0.4016,0.3685,0.3208,0.556,0.6761
JVP Total OPEX,0.3651,0.2132,0.3402,0.5898,0.5578
JVP Total Research CESS,0.4082,0.286,0.3195,0.4945,0.6147
JVP Total Supplemental Payment,0.544,0.4588,0.473,0.6833,0.7122
Cumulative MPM After Tax Cash Flow,0.3578,0.5318,0.3637,0.5517,0.6602
MPM After Tax Cash Flow,0.2782,0.4874,0.2592,0.4869,0.6072
MPM Agency Fee,0.5196,0.6068,0.3227,0.4196,0.378
MPM Before Tax Cash Flow,0.2828,0.4954,0.2108,0.4188,0.4938
MPM Export Duty,0.4739,0.3459,0.4636,0.5262,0.5429
MPM Income Tax,0.3651,0.4264,0.4082,0.5898,0.3586
MPM Net After Tax Cash Flow,0.4491,0.4767,0.4108,0.6264,0.6682
MPM Others Income,0.4131,0.3618,0.4041,0.5421,0.3043
MPM Others Payment,0.5367,0.4558,0.4364,0.5911,0.5111
MPM SSST (State Sales Tax),0.3651,0.2843,0.3402,0.4423,0.6574
MPM Total Abandonment,0.4234,0.3596,0.4734,0.6838,0.6299
MPM Total CAPEX,0.3381,0.3948,0.315,0.5915,0.6271
MPM Total Entitlement,0.6615,0.4066,0.6617,0.7591,0.6154
MPM Total OPEX,0.3464,0.3371,0.3227,0.5595,0.5292
Cumulative PCSB Cash Flow After Tax,0.355,0.4523,0.3608,0.5734,0.6761
PCSB After Tax Cash Flow,0.2657,0.362,0.2475,0.5006,0.6088
PCSB Agency Fee,0.5071,0.4606,0.315,0.455,0.4057
PCSB Before Tax Cash Flow ,0.2619,0.3568,0.1952,0.4229,0.4857
PCSB Bonuses (Sign/Prod/Others),0.2975,0.1158,0.3326,0.4539,0.3896
PCSB Export Duty,0.4869,0.2132,0.4763,0.5898,0.5976
PCSB Fees (Rental/Training/Others),0.5949,0.3656,0.5951,0.708,0.5739
PCSB Income Tax,0.4,0.3114,0.4472,0.6999,0.4364
PCSB Net After Tax Cash Flow,0.4331,0.3678,0.3962,0.636,0.6702
PCSB Others Payment,0.568,0.3618,0.4619,0.6672,0.5747
PCSB SSST (State Sales Tax),0.3401,0.1986,0.3169,0.4349,0.6308
PCSB Total Abandonment CESS,0.4485,0.282,0.4629,0.6966,0.6776
PCSB Total CAPEX,0.3303,0.2571,0.3077,0.6224,0.6487
PCSB Total Entitlement,0.6938,0.3411,0.694,0.8257,0.6693
PCSB Total Lease Bare Boat/MOPU OPEX,0.3853,0.3536,0.3077,0.5557,0.6667
PCSB Total OPEX,0.3554,0.2075,0.3311,0.6219,0.5817
PCSB Total Research CESS,0.3616,0.2533,0.283,0.4672,0.5681
PCSB Total Supplemental Payment,0.5331,0.4496,0.4636,0.6936,0.7174
Cumulative Vestigo Cash Flow After Tax,0.4648,0.4749,0.4872,0.6334,0.6846
Vestigo Agency Fee,0.66,0.4954,0.527,0.571,0.4629
Vestigo AT Cash Flow,0.3615,0.3618,0.4041,0.5838,0.5747
Vestigo Bonuses (Sign/Prod/Others),0.4146,0.1729,0.4636,0.5262,0.4266
Vestigo BT Cash Flow,0.3769,0.3143,0.4214,0.5652,0.4934
Vestigo Export Duty,0.646,0.2901,0.6667,0.6822,0.6181
Vestigo Fees (Rental/Training/Others),0.6426,0.3752,0.6586,0.7135,0.5609
Vestigo Income Tax,0.5798,0.3693,0.6482,0.7661,0.483
Vestigo Net After Tax Cash Flow,0.5521,0.4029,0.5401,0.6966,0.6776
Vestigo Others Payment,0.6885,0.402,0.6255,0.7298,0.5916
Vestigo SSST (State Sales Tax),0.4434,0.2437,0.4374,0.5055,0.6488
Vestigo Total Abandonment CESS,0.5595,0.3267,0.5908,0.7531,0.6919
Vestigo Total CAPEX,0.5274,0.3359,0.5361,0.7357,0.6905
Vestigo Total Entitlement,0.7253,0.3529,0.7433,0.8054,0.6331
Vestigo Total Lease Bare Boat/MOPU OPEX,0.4788,0.3825,0.4226,0.6105,0.6763
Vestigo Total OPEX,0.5185,0.2752,0.527,0.6852,0.5864
Vestigo Total Research CESS,0.4919,0.3063,0.4399,0.5561,0.6011
Vestigo Total Supplemental Payment,0.6295,0.4794,0.5814,0.7515,0.7346
Project Total Abandonment CESS,0.5362,0.2947,0.529,0.7642,0.7021
Project Total Appraisal CAPEX,0.3302,0.3505,0.3356,0.6302,0.6877
Project Total CAPEX,0.4495,0.2624,0.402,0.6897,0.6473
Project Total Dev Facilities CAPEX,0.5555,0.4438,0.621,0.7555,0.7081
Project Total Dev Well CAPEX,0.483,0.3626,0.4243,0.5851,0.7002
Project Total Exploration CAPEX,0.4678,0.3073,0.4576,0.7319,0.6124
Project Total OPEX,0.4564,0.2132,0.4082,0.6635,0.5677
Total Carried CAPEX,0.4174,0.3791,0.4666,0.6367,0.7286
Total Carry CAPEX,0.3975,0.4062,0.3333,0.6019,0.6181
Discount Date,0.5164,0.2261,0.7217,0.7298,0.8029
Look-Forward Date,0.2485,0.3482,0.2778,0.3612,0.5855
Weighted Average Cost of Capital,0.5085,0.4454,0.533,0.6673,0.7282
Condy Price - Net,0.6516,0.3459,0.6623,0.7654,0.4266
Gas Price - Net,0.5729,0.3345,0.5604,0.694,0.5626
LPG Price - Net,0.5333,0.3114,0.5217,0.6461,0.4364
Oil Price - Net,0.6,0.3892,0.6708,0.7537,0.3928
Project Condensate Volume,0.5273,0.3079,0.4632,0.6387,0.5917
Project Gas Heat Energy,0.6124,0.3814,0.4564,0.5934,0.588
Project Gas Volume,0.3464,0.3371,0.2582,0.4663,0.5292
Project Gas1 Gross Heating Value,0.4104,0.3195,0.3824,0.5524,0.6045
Project LPG Volume,0.3162,0.3077,0.2357,0.4256,0.414
Project Oil Volume,0.3545,0.3548,0.3397,0.4907,0.3646
EP Economic Limit,0.4795,0.4479,0.5897,0.697,0.2825
PCSB Economic Limit,0.3596,0.3674,0.5025,0.6534,0.2354
Project Economic Limit,0.4671,0.3636,0.5658,0.723,0.3058
Contractor Group IRR,0.2236,0.087,0.2917,0.5116,0.2684
EP IRR,0.2928,0.2279,0.3273,0.3152,0.1917
JVP IRR,0.0913,0.1066,0.2041,0.2212,0.0598
PCSB IRR,0.0861,0.1005,0.1925,0.278,0.1127
Vestigo IRR,0.414,0.2417,0.5401,0.5016,0.2711
Government NPV@WACC,0.4315,0.224,0.3752,0.6195,0.3453
JVP NPV@ Weighted Average Cost of Capital,0.4789,0.3948,0.504,0.6825,0.6824
MPM NPV@ Weighted Average Cost of Capital,0.4847,0.4661,0.5101,0.6908,0.6907
PCSB NPV@ Weighted Average Cost of Capital,0.4706,0.3879,0.4952,0.693,0.6886
PNAS EP NPV@ Weighted Average Cost of Capital,0.4946,0.4043,0.4977,0.699,0.7124
Vestigo NPV@ Weighted Average Cost of Capital,0.5367,0.3989,0.5728,0.7093,0.6708
Breakeven Year,0.5754,0.5039,0.3216,0.3485,0.4394
Development Investment Payback Period,0.6924,0.4976,0.655,0.7312,0.6625
Expected Monetary Value (EMV),0.623,0.4978,0.4766,0.5296,0.644
Gross Take,0.3892,0.2727,0.2611,0.3772,0.5096
Maximum Cash Sink,0.1988,0.4642,0.2778,0.3612,0.2928
Net Take,0.7785,0.3636,0.6093,0.6916,0.6625
Price Breakeven Economics (PBE),0.5103,0.3855,0.4027,0.5333,0.3537
Ultimate Cash Surplus,0.2971,0.347,0.3322,0.4456,0.6391
Contractor Group PIR@ Weighted Average Cost of Capital,0.4383,0.3257,0.49,0.7078,0.6129
EP PIR@ Weighted Average Cost of Capital,0.5143,0.4425,0.5447,0.6776,0.6911
JVP PIR@ Weighted Average Cost of Capital,0.4733,0.4227,0.5292,0.6745,0.6744
PCSB PIR@ Weighted Average Cost of Capital,0.4601,0.4109,0.5144,0.6776,0.6733
Vestigo PIR@ Weighted Average Cost of Capital,0.5274,0.4199,0.5897,0.697,0.6592
UAC,0.0,0.1741,0.0,0.2408,0.3904
UDC,0.0,0.0,0.1667,0.1204,0.3904
UFC,0.0,0.1741,0.0,0.1204,0.0976
UPC,0.0,0.0,0.0,0.2408,0.1952
UTC,0.2981,0.0,0.3333,0.4815,0.3904
Government Cond Entitlement Volume,0.643,0.3466,0.6083,0.679,0.4857
JVP Cond Entitlement Volume,0.6211,0.3626,0.6172,0.6966,0.5421
MPM Cond Entitlement Volume,0.5809,0.4146,0.5774,0.6516,0.5071
PCSB Cond Entitlement Volume,0.6156,0.3594,0.6118,0.7181,0.5597
Project Condensate Volume,0.5273,0.3079,0.4632,0.6387,0.5917
Vestigo Cond Entitlement Volume,0.664,0.3708,0.6778,0.7227,0.548
Government Gas Entitlement Volume,0.6521,0.3959,0.5832,0.653,0.5293
JVP Gas Entitlement Volume,0.6271,0.4307,0.5774,0.6553,0.6037
MPM Gas Entitlement Volume,0.5814,0.4792,0.5353,0.6076,0.5597
PCSB Gas Entitlement Volume,0.6208,0.4264,0.5715,0.6782,0.6215
Project Gas Volume,0.3464,0.3371,0.2582,0.4663,0.5292
Vestigo Gas Entitlement Volume,0.6559,0.4178,0.6333,0.6742,0.5855
Government LPG Entitlement Volume,0.6391,0.3881,0.5717,0.64,0.4854
JVP LPG Entitlement Volume,0.5919,0.4066,0.5449,0.6186,0.5242
MPM LPG Entitlement Volume,0.553,0.4558,0.5092,0.5779,0.4898
PCSB LPG Entitlement Volume,0.5973,0.4103,0.55,0.6526,0.5521
Project LPG Volume,0.3162,0.3077,0.2357,0.4256,0.414
Vestigo LPG Entitlement Volume,0.6473,0.4123,0.6251,0.6653,0.5394
Government Oil Entitlement Volume,0.652,0.41,0.6168,0.6683,0.4597
JVP Oil Entitlement Volume,0.6156,0.4393,0.6118,0.6628,0.4926
MPM Oil Entitlement Volume,0.5765,0.4862,0.5729,0.6207,0.4612
PCSB Oil Entitlement Volume,0.6211,0.4432,0.6172,0.6966,0.5195
Project Oil Volume,0.3545,0.3548,0.3397,0.4907,0.3646
Vestigo Oil Entitlement Volume,0.6518,0.4302,0.6654,0.6866,0.5009
Contract Expiry,0.5774,0.3371,0.5809,0.7926,0.4536
Contract Name,0.4619,0.2697,0.4518,0.746,0.5292
